CustomerID,Recency,Frequency,Monetary,Country,Cluster,R_Score,F_Score,M_Score,RFM_Segment
15298,2,12,4799.9,United Kingdom,2,4,4,4,444
15299,67,7,4507.01,United Kingdom,1,2,4,4,244
15300,64,1,496.44,United Kingdom,3,2,1,2,212
15301,51,12,5049.95,United Kingdom,2,3,4,4,344
15303,290,1,574.02,United Kingdom,3,1,1,2,112
15304,61,8,694.4,United Kingdom,1,2,4,3,243
15306,64,3,1174.3500000000001,United Kingdom,1,2,3,3,233
15307,96,1,205.3,United Kingdom,3,2,1,1,211
15308,274,1,310.47,United Kingdom,3,1,1,2,112
15311,1,91,60632.75,United Kingdom,2,4,4,4,444
15312,75,4,924.85,United Kingdom,1,2,3,3,233
15313,110,1,52.0,United Kingdom,3,2,1,1,211
15314,199,1,327.97,United Kingdom,3,1,1,2,112
15315,64,2,570.5,United Kingdom,1,2,2,2,222
15316,327,1,165.0,United Kingdom,3,1,1,1,111
15318,4,1,312.62,United Kingdom,0,4,1,2,412
15319,284,1,204.5,United Kingdom,3,1,1,1,111
15320,44,1,267.13,United Kingdom,3,3,1,1,311
15321,71,3,2748.31,United Kingdom,1,2,3,4,234
15322,86,1,679.68,United Kingdom,3,2,1,3,213
15325,104,1,161.74,United Kingdom,3,2,1,1,211
15326,334,1,311.71,United Kingdom,3,1,1,2,112
15327,53,1,208.75,United Kingdom,3,2,1,1,211
15329,39,3,1049.7,United Kingdom,1,3,3,3,333
15330,32,2,714.9599999999999,United Kingdom,0,3,2,3,323
15332,366,4,1661.06,Lithuania,1,1,3,4,134
15333,208,1,1028.56,United Kingdom,3,1,1,3,113
15334,157,3,350.82,United Kingdom,3,1,3,2,132
15335,54,1,170.22,United Kingdom,3,2,1,1,211
15339,66,2,574.07,United Kingdom,3,2,2,2,222
15341,81,1,2020.52,United Kingdom,1,2,1,4,214
15342,130,1,406.09000000000003,United Kingdom,3,2,1,2,212
15343,87,1,364.5,United Kingdom,3,2,1,2,212
15344,1,3,563.94,United Kingdom,0,4,3,2,432
15345,46,1,393.54,United Kingdom,3,3,1,2,312
15346,333,1,252.42000000000002,United Kingdom,3,1,1,1,111
15347,366,1,201.60000000000002,United Kingdom,3,1,1,1,111
15348,72,1,158.04,United Kingdom,3,2,1,1,211
15349,158,2,463.91,United Kingdom,3,1,2,2,122
15350,373,1,115.65,United Kingdom,3,1,1,1,111
15351,12,7,1934.66,United Kingdom,2,4,4,4,444
15353,255,2,770.12,United Kingdom,3,1,2,3,123
15355,29,2,277.05,United Kingdom,0,3,2,1,321
15356,31,10,2718.03,United Kingdom,2,3,4,4,344
15358,5,22,8347.2,United Kingdom,2,4,4,4,444
15360,40,1,427.93,United Kingdom,0,3,1,2,312
15361,362,1,418.92,United Kingdom,3,1,1,2,112
15363,373,1,326.0,United Kingdom,3,1,1,2,112
15364,96,2,913.19,United Kingdom,1,2,2,3,223
15365,26,7,2314.32,United Kingdom,1,3,4,4,344
15366,75,2,602.51,United Kingdom,3,2,2,2,222
15367,57,4,1877.5900000000001,United Kingdom,1,2,3,4,234
15368,21,1,446.94000000000005,United Kingdom,0,3,1,2,312
15370,41,7,2386.05,United Kingdom,1,3,4,4,344
15372,137,1,2007.4,United Kingdom,1,2,1,4,214
15373,8,12,2415.91,United Kingdom,2,4,4,4,444
15374,129,1,168.0,United Kingdom,3,2,1,1,211
15376,40,3,1221.56,United Kingdom,1,3,3,3,333
15379,169,7,3703.29,United Kingdom,1,1,4,4,144
15380,9,5,1690.26,United Kingdom,2,4,4,4,444
15381,214,2,596.85,United Kingdom,3,1,2,2,122
15382,15,6,5955.71,United Kingdom,2,4,4,4,444
15384,170,2,642.41,United Kingdom,3,1,2,2,122
15385,40,1,316.88,United Kingdom,0,3,1,2,312
15386,186,1,394.14,United Kingdom,3,1,1,2,112
15388,270,1,140.54,Canada,3,1,1,1,111
15389,172,1,500.0,United Kingdom,3,1,1,2,112
15392,5,4,1535.53,United Kingdom,0,4,3,3,433
15393,16,2,231.86,United Kingdom,0,4,2,1,421
15394,10,4,2183.54,United Kingdom,1,4,3,4,434
15395,326,1,107.45,United Kingdom,3,1,1,1,111
15396,113,1,288.18,United Kingdom,3,2,1,1,211
15397,290,1,94.0,United Kingdom,3,1,1,1,111
15398,16,2,1345.53,United Kingdom,0,4,2,3,423
15399,1,3,815.77,United Kingdom,0,4,3,3,433
15400,92,5,716.2,United Kingdom,1,2,4,3,243
15402,149,2,626.77,United Kingdom,3,1,2,2,122
15405,189,1,349.1,United Kingdom,3,1,1,2,112
15406,31,2,510.71000000000004,United Kingdom,0,3,2,2,322
15407,34,4,1046.74,United Kingdom,1,3,3,3,333
15408,264,1,267.18,United Kingdom,3,1,1,1,111
15410,84,8,3450.84,United Kingdom,1,2,4,4,244
15411,26,4,1348.93,United Kingdom,1,3,3,3,333
15412,171,1,190.53,United Kingdom,3,1,1,1,111
15414,10,3,774.9000000000001,United Kingdom,0,4,3,3,433
15415,313,1,559.61,United Kingdom,3,1,1,2,112
15416,65,4,3984.32,United Kingdom,1,2,3,4,234
15417,85,1,508.8,United Kingdom,3,2,1,2,212
15419,25,1,135.86,United Kingdom,0,3,1,1,311
15421,59,4,950.36,United Kingdom,1,2,3,3,233
15422,323,2,97.7,United Kingdom,3,1,2,1,121
15423,38,1,43.5,United Kingdom,3,3,1,1,311
15424,254,2,383.34,United Kingdom,3,1,2,2,122
15426,19,5,1404.07,United Kingdom,1,3,4,3,343
15427,33,3,1430.54,United Kingdom,1,3,3,3,333
15428,15,1,93.78,United Kingdom,0,4,1,1,411
15429,27,2,397.35,United Kingdom,0,3,2,2,322
15432,23,1,171.19000000000003,United Kingdom,0,3,1,1,311
15433,214,2,533.3,United Kingdom,3,1,2,2,122
15434,8,5,1041.48,United Kingdom,0,4,4,3,443
15435,22,1,149.29,United Kingdom,0,3,1,1,311
15436,12,3,1067.75,United Kingdom,0,4,3,3,433
15437,262,1,200.16,United Kingdom,3,1,1,1,111
15438,131,1,156.57999999999998,United Kingdom,3,2,1,1,211
15440,55,3,383.68,United Kingdom,1,2,3,2,232
15442,249,1,594.0,United Kingdom,3,1,1,2,112
15443,2,7,3213.59,United Kingdom,2,4,4,4,444
15444,9,2,1411.21,United Kingdom,0,4,2,3,423
15445,264,1,113.5,United Kingdom,3,1,1,1,111
15447,331,1,155.17000000000002,United Kingdom,3,1,1,1,111
15448,313,1,494.64,United Kingdom,3,1,1,2,112
15449,26,3,974.52,United Kingdom,1,3,3,3,333
15450,30,1,429.84,United Kingdom,0,3,1,2,312
15452,30,3,528.48,United Kingdom,0,3,3,2,332
15453,2,7,1371.77,United Kingdom,2,4,4,3,443
15454,362,1,179.1,United Kingdom,3,1,1,1,111
15456,283,3,434.59,United Kingdom,3,1,3,2,132
15457,262,1,237.07,United Kingdom,3,1,1,1,111
15458,25,1,161.64,United Kingdom,0,3,1,1,311
15460,354,1,214.26,United Kingdom,3,1,1,1,111
15462,94,3,234.6,United Kingdom,3,2,3,1,231
15463,29,1,126.14,United Kingdom,0,3,1,1,311
15464,338,1,1044.65,United Kingdom,3,1,1,3,113
15465,20,18,7354.62,United Kingdom,2,3,4,4,344
15466,85,1,334.53,United Kingdom,3,2,1,2,212
15467,9,3,524.88,United Kingdom,0,4,3,2,432
15468,51,2,467.51,United Kingdom,0,3,2,2,322
15469,50,2,538.55,United Kingdom,0,3,2,2,322
15471,2,1,454.48,United Kingdom,0,4,1,2,412
15472,113,1,371.56,United Kingdom,3,2,1,2,212
15473,14,7,1771.2,United Kingdom,2,4,4,4,444
15475,77,1,454.11,United Kingdom,3,2,1,2,212
15478,40,2,1399.92,United Kingdom,1,3,2,3,323
15480,116,1,905.5,Malta,3,2,1,3,213
15482,16,12,10879.76,United Kingdom,2,4,4,4,444
15483,161,4,225.26,United Kingdom,3,1,3,1,131
15484,1,4,3590.41,United Kingdom,2,4,3,4,434
15485,30,3,2564.5,United Kingdom,1,3,3,4,334
15488,93,1,91.32000000000001,United Kingdom,3,2,1,1,211
15489,23,3,1134.28,United Kingdom,1,3,3,3,333
15491,95,6,3100.09,United Kingdom,1,2,4,4,244
15492,28,2,659.46,United Kingdom,0,3,2,2,322
15493,33,5,1953.41,United Kingdom,1,3,4,4,344
15494,21,2,1280.58,United Kingdom,0,3,2,3,323
15497,18,2,1262.2,United Kingdom,0,4,2,3,423
15498,3,27,13316.4,United Kingdom,2,4,4,4,444
15500,8,4,1131.56,United Kingdom,0,4,3,3,433
15502,16,12,10384.93,United Kingdom,2,4,4,4,444
15503,363,1,141.04,United Kingdom,3,1,1,1,111
15504,81,1,52.83,United Kingdom,3,2,1,1,211
15505,53,5,3610.96,United Kingdom,1,2,4,4,244
15506,23,3,972.08,United Kingdom,1,3,3,3,333
15507,172,1,475.86,United Kingdom,3,1,1,2,112
15508,189,6,1000.27,United Kingdom,1,1,4,3,143
15510,331,1,250.0,United Kingdom,3,1,1,1,111
15511,12,5,900.53,United Kingdom,0,4,4,3,443
15512,156,2,121.0,United Kingdom,3,1,2,1,121
15513,33,19,14758.22,United Kingdom,2,3,4,4,344
15514,12,11,4023.7200000000003,United Kingdom,2,4,4,4,444
15516,45,3,62.43,United Kingdom,3,3,3,1,331
15517,233,1,267.03,United Kingdom,3,1,1,1,111
15518,64,8,1921.55,United Kingdom,1,2,4,4,244
15520,2,1,343.5,United Kingdom,0,4,1,2,412
15521,40,8,3000.2,United Kingdom,1,3,4,4,344
15522,33,2,397.99,United Kingdom,0,3,2,2,322
15523,84,1,412.01000000000005,United Kingdom,3,2,1,2,212
15524,25,1,440.0,United Kingdom,0,3,1,2,312
15525,2,3,734.37,United Kingdom,0,4,3,3,433
15526,33,2,148.44,United Kingdom,0,3,2,1,321
15527,19,8,2428.53,United Kingdom,2,3,4,4,344
15528,254,1,229.33,United Kingdom,3,1,1,1,111
15529,23,11,3962.6,United Kingdom,2,3,4,4,344
15530,22,4,1497.31,United Kingdom,1,3,3,3,333
15531,8,2,1972.39,United Kingdom,0,4,2,4,424
15532,25,4,1564.73,United Kingdom,1,3,3,3,333
15533,19,3,807.57,United Kingdom,0,3,3,3,333
15535,173,4,502.9,United Kingdom,1,1,3,2,132
15537,163,1,110.92,United Kingdom,3,1,1,1,111
15539,7,1,538.46,United Kingdom,0,4,1,2,412
15540,11,1,213.3,United Kingdom,0,4,1,1,411
15541,114,1,85.13000000000001,United Kingdom,3,2,1,1,211
15543,288,1,127.86,United Kingdom,3,1,1,1,111
15544,9,9,3546.71,United Kingdom,2,4,4,4,444
15545,54,2,288.96999999999997,United Kingdom,3,2,2,1,221
15547,7,14,4910.6,United Kingdom,2,4,4,4,444
15549,77,3,1681.46,United Kingdom,1,2,3,4,234
15550,4,4,575.63,United Kingdom,0,4,3,2,432
15551,37,1,436.06,United Kingdom,0,3,1,2,312
15552,217,1,90.12,United Kingdom,3,1,1,1,111
15553,60,1,428.93,United Kingdom,3,2,1,2,212
15554,278,1,217.2,United Kingdom,3,1,1,1,111
15555,12,16,4794.86,United Kingdom,2,4,4,4,444
15556,24,1,279.77,United Kingdom,0,3,1,1,311
15557,29,1,468.91,United Kingdom,0,3,1,2,312
15561,12,4,800.5899999999999,United Kingdom,0,4,3,3,433
15562,352,1,134.55,United Kingdom,3,1,1,1,111
15563,22,4,1400.44,United Kingdom,1,3,3,3,333
15565,50,2,173.16000000000003,United Kingdom,3,3,2,1,321
15567,19,1,186.01,United Kingdom,0,3,1,1,311
15568,3,3,758.29,United Kingdom,0,4,3,3,433
15569,104,5,1375.71,United Kingdom,1,2,4,3,243
15570,7,12,4148.82,United Kingdom,2,4,4,4,444
15571,12,4,650.4300000000001,United Kingdom,0,4,3,2,432
15572,5,7,2533.42,United Kingdom,2,4,4,4,444
15573,32,2,591.1899999999999,United Kingdom,0,3,2,2,322
15574,178,4,675.64,United Kingdom,1,1,3,3,133
15576,38,1,921.37,United Kingdom,0,3,1,3,313
15577,151,3,258.88,United Kingdom,3,1,3,1,131
15578,162,1,127.1,United Kingdom,3,1,1,1,111
15579,69,2,327.6,United Kingdom,3,2,2,2,222
15581,121,13,3675.77,United Kingdom,1,2,4,4,244
15582,25,3,682.9100000000001,United Kingdom,0,3,3,3,333
15584,24,4,720.86,United Kingdom,1,3,3,3,333
15585,177,1,455.3,United Kingdom,3,1,1,2,112
15587,50,4,913.68,United Kingdom,1,3,3,3,333
15589,256,3,478.53,United Kingdom,3,1,3,2,132
15592,47,1,388.58,United Kingdom,3,3,1,2,312
15593,71,1,199.8,United Kingdom,3,2,1,1,211
15594,16,5,1771.78,United Kingdom,1,4,4,4,444
15596,101,5,1406.59,United Kingdom,1,2,4,3,243
15597,35,1,324.57,United Kingdom,0,3,1,2,312
15598,53,1,240.68,United Kingdom,3,2,1,1,211
15599,27,2,761.74,United Kingdom,0,3,2,3,323
15601,11,14,6776.56,United Kingdom,2,4,4,4,444
15602,8,9,1297.8700000000001,United Kingdom,2,4,4,3,443
15603,79,1,48.480000000000004,United Kingdom,3,2,1,1,211
15604,52,1,216.39000000000001,United Kingdom,3,2,1,1,211
15605,36,5,1198.23,United Kingdom,1,3,4,3,343
15606,61,9,2920.16,United Kingdom,1,2,4,4,244
15607,337,1,104.76,United Kingdom,3,1,1,1,111
15608,28,4,1093.68,United Kingdom,1,3,3,3,333
15609,184,1,298.48,United Kingdom,3,1,1,1,111
15610,52,1,112.46000000000001,United Kingdom,3,2,1,1,211
15611,10,13,1591.45,United Kingdom,2,4,4,3,443
15612,36,2,195.15,United Kingdom,0,3,2,1,321
15615,10,23,10399.74,United Kingdom,2,4,4,4,444
15618,33,4,776.851,United Kingdom,1,3,3,3,333
15619,11,1,336.4,United Kingdom,0,4,1,2,412
15620,57,3,1553.18,United Kingdom,1,2,3,3,233
15621,4,4,1293.03,United Kingdom,0,4,3,3,433
15622,43,9,3709.56,United Kingdom,2,3,4,4,344
15623,141,1,301.03000000000003,United Kingdom,3,2,1,1,211
15624,117,4,588.13,United Kingdom,1,2,3,2,232
15625,104,4,1534.26,United Kingdom,1,2,3,3,233
15626,75,2,675.8,United Kingdom,1,2,2,3,223
15628,5,9,2870.2400000000002,United Kingdom,2,4,4,4,444
15630,45,2,1186.35,United Kingdom,1,3,2,3,323
15632,16,8,3285.31,United Kingdom,2,4,4,4,444
15634,17,1,243.55,United Kingdom,0,4,1,1,411
15636,90,2,724.76,United Kingdom,1,2,2,3,223
15637,53,1,223.36,United Kingdom,3,2,1,1,211
15639,134,1,425.32,United Kingdom,3,2,1,2,212
15640,4,15,12416.11,United Kingdom,2,4,4,4,444
15641,105,4,1887.2,United Kingdom,1,2,3,4,234
15643,192,3,664.0,United Kingdom,1,1,3,2,132
15644,166,4,803.54,United Kingdom,1,1,3,3,133
15645,19,1,612.01,United Kingdom,0,3,1,2,312
15646,158,3,447.64000000000004,United Kingdom,3,1,3,2,132
15648,204,2,639.5,United Kingdom,3,1,2,2,122
15649,336,2,816.0,United Kingdom,3,1,2,3,123
15651,37,3,646.3,United Kingdom,1,3,3,2,332
15652,91,1,337.74,United Kingdom,3,2,1,2,212
15653,93,2,877.44,United Kingdom,1,2,2,3,223
15654,9,2,922.53,United Kingdom,0,4,2,3,423
15655,243,1,560.6700000000001,United Kingdom,3,1,1,2,112
15656,45,4,748.5,United Kingdom,1,3,3,3,333
15657,23,1,30.0,United Kingdom,3,3,1,1,311
15658,190,5,1024.1000000000001,United Kingdom,1,1,4,3,143
15659,44,1,306.45,United Kingdom,3,3,1,1,311
15660,25,9,1600.86,United Kingdom,2,3,4,3,343
15661,317,2,309.8,United Kingdom,3,1,2,2,122
15663,106,1,138.14,United Kingdom,3,2,1,1,211
15664,51,1,386.43,United Kingdom,3,3,1,2,312
15665,168,2,2222.21,United Kingdom,1,1,2,4,124
15667,40,1,301.32000000000005,United Kingdom,0,3,1,1,311
15668,218,1,76.32000000000001,United Kingdom,3,1,1,1,111
15669,40,4,684.34,United Kingdom,1,3,3,3,333
15670,297,1,173.05,United Kingdom,3,1,1,1,111
15671,19,7,2657.13,United Kingdom,2,3,4,4,344
15673,88,4,2726.23,United Kingdom,1,2,3,4,234
15674,73,5,2446.6,United Kingdom,1,2,4,4,244
15675,81,3,323.69,United Kingdom,3,2,3,2,232
15676,19,3,3435.76,United Kingdom,1,3,3,4,334
15677,49,1,657.23,United Kingdom,3,3,1,2,312
15678,53,1,352.7,United Kingdom,3,2,1,2,212
15679,24,4,781.28,United Kingdom,1,3,3,3,333
15680,9,3,1333.68,United Kingdom,0,4,3,3,433
15681,25,5,1426.16,United Kingdom,1,3,4,3,343
15683,117,1,193.75,United Kingdom,3,2,1,1,211
15687,9,9,2993.1,United Kingdom,2,4,4,4,444
15689,120,2,254.1,United Kingdom,3,2,2,1,221
15690,4,2,239.76,United Kingdom,0,4,2,1,421
15691,252,1,136.8,United Kingdom,3,1,1,1,111
15692,28,1,191.04,United Kingdom,0,3,1,1,311
15694,1,14,6479.4,United Kingdom,2,4,4,4,444
15695,267,2,409.98,United Kingdom,3,1,2,2,122
15696,33,8,2711.11,United Kingdom,1,3,4,4,344
15699,18,1,309.65,United Kingdom,0,4,1,2,412
15700,172,2,696.68,United Kingdom,3,1,2,3,123
15701,2,4,1529.0,United Kingdom,2,4,3,3,433
15703,265,1,211.5,United Kingdom,3,1,1,1,111
15704,140,4,2293.62,United Kingdom,1,2,3,4,234
15705,201,1,143.1,United Kingdom,3,1,1,1,111
15706,64,4,1060.56,United Kingdom,1,2,3,3,233
15707,35,4,916.98,United Kingdom,1,3,3,3,333
15708,41,7,3235.25,United Kingdom,1,3,4,4,344
15709,284,1,133.25,United Kingdom,3,1,1,1,111
15712,9,5,1072.3600000000001,United Kingdom,0,4,4,3,443
15713,143,2,356.7,United Kingdom,3,1,2,2,122
15714,12,2,330.03000000000003,United Kingdom,0,4,2,2,422
15716,146,4,1101.11,United Kingdom,1,1,3,3,133
15717,234,1,150.3,United Kingdom,3,1,1,1,111
15719,33,13,5030.07,United Kingdom,2,3,4,4,344
15720,24,1,598.73,United Kingdom,0,3,1,2,312
15721,12,1,471.40000000000003,United Kingdom,0,4,1,2,412
15722,36,5,2211.21,United Kingdom,1,3,4,4,344
15723,365,1,190.70000000000002,United Kingdom,3,1,1,1,111
15724,201,2,218.25,United Kingdom,3,1,2,1,121
15725,15,1,415.25,United Kingdom,0,4,1,2,412
15727,17,7,5159.06,United Kingdom,2,4,4,4,444
15729,213,1,85.0,United Kingdom,3,1,1,1,111
15730,66,3,1120.88,United Kingdom,1,2,3,3,233
15732,212,2,294.12,United Kingdom,3,1,2,1,121
15733,283,1,162.3,United Kingdom,3,1,1,1,111
15734,115,2,1339.45,United Kingdom,1,2,2,3,223
15737,15,8,1188.1200000000001,United Kingdom,2,4,4,3,443
15738,19,16,4812.42,United Kingdom,2,3,4,4,344
15739,66,1,449.12,United Kingdom,3,2,1,2,212
15740,49,1,154.88,United Kingdom,3,3,1,1,311
15743,16,4,775.96,United Kingdom,0,4,3,3,433
15744,78,1,34.8,United Kingdom,3,2,1,1,211
15745,19,4,1094.5900000000001,United Kingdom,1,3,3,3,333
15746,134,1,196.88,United Kingdom,3,2,1,1,211
15747,13,3,946.64,United Kingdom,0,4,3,3,433
15748,40,1,144.36,United Kingdom,3,3,1,1,311
15749,235,3,44534.3,United Kingdom,1,1,3,4,134
15750,3,8,2463.05,United Kingdom,2,4,4,4,444
15752,40,7,2626.6,United Kingdom,1,3,4,4,344
15753,305,1,79.2,United Kingdom,3,1,1,1,111
15754,51,3,458.57,United Kingdom,1,3,3,2,332
15755,10,6,2364.25,United Kingdom,2,4,4,4,444
15756,61,4,528.01,United Kingdom,1,2,3,2,232
15757,66,2,714.42,United Kingdom,1,2,2,3,223
15758,25,1,205.25,United Kingdom,0,3,1,1,311
15759,218,3,253.04000000000002,United Kingdom,3,1,3,1,131
15762,65,2,583.75,United Kingdom,1,2,2,2,222
15763,32,2,1086.92,United Kingdom,1,3,2,3,323
15764,88,6,3279.9700000000003,United Kingdom,1,2,4,4,244
15766,64,1,315.06,United Kingdom,3,2,1,2,212
15768,116,3,621.83,United Kingdom,1,2,3,2,232
15769,7,26,56252.72,United Kingdom,2,4,4,4,444
15773,6,1,635.6800000000001,United Kingdom,0,4,1,2,412
15774,69,1,270.8,United Kingdom,3,2,1,1,211
15775,245,1,104.9,United Kingdom,3,1,1,1,111
15776,133,1,241.62,United Kingdom,3,2,1,1,211
15777,241,4,1047.1100000000001,United Kingdom,1,1,3,3,133
15780,184,3,475.28000000000003,United Kingdom,3,1,3,2,132
15781,25,3,345.46000000000004,United Kingdom,0,3,3,2,332
15782,10,3,2614.74,United Kingdom,1,4,3,4,434
15783,11,1,246.3,United Kingdom,0,4,1,1,411
15785,33,5,2328.9700000000003,United Kingdom,1,3,4,4,344
15786,46,3,4919.0,United Kingdom,1,3,3,4,334
15787,26,3,933.26,United Kingdom,1,3,3,3,333
15789,358,1,351.3,United Kingdom,3,1,1,2,112
15790,10,1,218.75,United Kingdom,0,4,1,1,411
15791,44,2,1612.69,United Kingdom,1,3,2,3,323
15793,15,3,965.61,United Kingdom,0,4,3,3,433
15795,150,1,610.01,United Kingdom,3,1,1,2,112
15796,1,8,2708.61,United Kingdom,2,4,4,4,444
15797,113,4,2207.4,United Kingdom,1,2,3,4,234
15799,76,3,884.14,United Kingdom,1,2,3,3,233
15800,107,2,696.89,United Kingdom,3,2,2,3,223
15801,46,3,1063.95,United Kingdom,1,3,3,3,333
15802,143,1,451.42,United Kingdom,3,1,1,2,112
15803,51,1,415.82000000000005,United Kingdom,3,3,1,2,312
15804,1,13,4206.39,United Kingdom,2,4,4,4,444
15805,23,17,5488.18,United Kingdom,2,3,4,4,344
15806,46,3,784.58,United Kingdom,1,3,3,3,333
15807,50,3,903.9,United Kingdom,1,3,3,3,333
15808,306,4,3651.27,United Kingdom,1,1,3,4,134
15809,36,5,515.77,United Kingdom,1,3,4,2,342
15810,79,4,1391.98,United Kingdom,1,2,3,3,233
15811,22,6,2218.62,United Kingdom,1,3,4,4,344
15812,107,5,1801.14,United Kingdom,1,2,4,4,244
15813,208,2,1303.9099999999999,United Kingdom,1,1,2,3,123
15814,17,4,1945.3300000000002,United Kingdom,1,4,3,4,434
15815,64,5,2100.6,United Kingdom,1,2,4,4,244
15819,49,4,1905.45,United Kingdom,1,3,3,4,334
15820,320,1,206.98,United Kingdom,3,1,1,1,111
15821,44,2,570.96,United Kingdom,0,3,2,2,322
15822,3,2,885.47,United Kingdom,0,4,2,3,423
15823,372,1,15.0,United Kingdom,3,1,1,1,111
15825,172,1,532.94,United Kingdom,3,1,1,2,112
15826,56,3,1654.31,United Kingdom,1,2,3,3,233
15827,73,14,1836.09,United Kingdom,1,2,4,4,244
15829,99,2,636.14,United Kingdom,3,2,2,2,222
15830,38,1,576.0,United Kingdom,0,3,1,2,312
15831,58,3,794.64,United Kingdom,1,2,3,3,233
15832,254,1,836.79,United Kingdom,3,1,1,3,113
15834,70,4,2225.15,United Kingdom,1,2,3,4,234
15835,44,4,954.09,United Kingdom,1,3,3,3,333
15836,50,1,137.37,United Kingdom,3,3,1,1,311
15837,65,1,391.98,United Kingdom,3,2,1,2,212
15838,11,19,33643.08,United Kingdom,2,4,4,4,444
15839,33,3,1048.49,United Kingdom,1,3,3,3,333
15840,59,2,355.56,United Kingdom,3,2,2,2,222
15841,73,4,1224.06,United Kingdom,1,2,3,3,233
15843,304,1,118.95,United Kingdom,3,1,1,1,111
15844,46,1,130.73999999999998,United Kingdom,3,3,1,1,311
15845,18,8,3711.77,United Kingdom,2,4,4,4,444
15847,38,2,389.27,United Kingdom,0,3,2,2,322
15850,19,2,234.88,United Kingdom,0,3,2,1,321
15852,187,2,160.71,United Kingdom,3,1,2,1,121
15853,52,1,110.8,United Kingdom,3,2,1,1,211
15854,4,12,2969.12,United Kingdom,2,4,4,4,444
15855,137,5,712.24,United Kingdom,1,2,4,3,243
15856,4,27,16143.64,United Kingdom,2,4,4,4,444
15857,19,1,297.0,United Kingdom,0,3,1,1,311
15858,16,5,1427.57,United Kingdom,1,4,4,3,443
15860,41,8,965.16,United Kingdom,1,3,4,3,343
15861,12,8,3146.92,United Kingdom,2,4,4,4,444
15862,8,4,832.88,United Kingdom,0,4,3,3,433
15863,26,2,68.84,United Kingdom,0,3,2,1,321
15864,22,6,1936.32,United Kingdom,1,3,4,4,344
15865,41,3,895.13,United Kingdom,1,3,3,3,333
15866,101,1,211.89,United Kingdom,3,2,1,1,211
15867,5,15,3810.14,United Kingdom,2,4,4,4,444
15869,277,2,149.64,United Kingdom,3,1,2,1,121
15870,33,1,351.44,United Kingdom,0,3,1,2,312
15872,15,2,316.25,United Kingdom,0,4,2,2,422
15874,64,7,4405.88,United Kingdom,1,2,4,4,244
15877,2,2,490.33,United Kingdom,0,4,2,2,422
15880,369,1,329.03,United Kingdom,3,1,1,2,112
15881,312,5,501.39,United Kingdom,1,1,4,2,142
15882,199,4,516.36,United Kingdom,1,1,3,2,132
15883,2,2,396.48,United Kingdom,0,4,2,2,422
15885,93,3,379.35,United Kingdom,3,2,3,2,232
15886,60,1,181.09,United Kingdom,3,2,1,1,211
15888,81,1,168.31,United Kingdom,3,2,1,1,211
15889,157,2,420.07,United Kingdom,3,1,2,2,122
15891,227,1,511.68,United Kingdom,3,1,1,2,112
15894,253,2,258.25,United Kingdom,3,1,2,1,121
15895,150,1,179.17,United Kingdom,3,1,1,1,111
15897,194,2,208.59,United Kingdom,3,1,2,1,121
15898,1,5,1383.83,United Kingdom,2,4,4,3,443
15899,369,1,56.25,United Kingdom,3,1,1,1,111
15900,24,1,337.28000000000003,United Kingdom,0,3,1,2,312
15901,17,3,351.73,United Kingdom,0,4,3,2,432
15903,10,7,5126.76,United Kingdom,2,4,4,4,444
15904,8,1,164.68,United Kingdom,0,4,1,1,411
15906,20,7,1567.69,United Kingdom,1,3,4,3,343
15907,4,3,882.72,United Kingdom,0,4,3,3,433
15909,174,1,191.94,United Kingdom,3,1,1,1,111
15910,1,8,1228.88,United Kingdom,2,4,4,3,443
15912,178,2,264.62,United Kingdom,3,1,2,1,121
15916,16,8,1502.8600000000001,United Kingdom,2,4,4,3,443
15917,248,1,123.1,United Kingdom,3,1,1,1,111
15918,191,2,334.23,United Kingdom,3,1,2,2,122
15919,20,2,525.69,United Kingdom,0,3,2,2,322
15920,154,4,167.5,United Kingdom,3,1,3,1,131
15921,173,1,323.03000000000003,United Kingdom,3,1,1,2,112
15922,373,1,369.5,United Kingdom,3,1,1,2,112
15923,373,1,127.08,United Kingdom,3,1,1,1,111
15925,194,1,207.15,United Kingdom,3,1,1,1,111
15930,67,1,426.63,United Kingdom,3,2,1,2,212
15932,4,8,2495.87,United Kingdom,2,4,4,4,444
15933,21,3,1107.46,United Kingdom,1,3,3,3,333
15935,239,2,416.86,United Kingdom,3,1,2,2,122
15937,64,1,145.35000000000002,United Kingdom,3,2,1,1,211
15938,112,5,404.58000000000004,United Kingdom,1,2,4,2,242
15939,90,15,6115.01,United Kingdom,2,2,4,4,244
15940,311,1,35.8,United Kingdom,3,1,1,1,111
15942,134,1,337.44,United Kingdom,3,2,1,2,212
15944,277,1,325.1,United Kingdom,3,1,1,2,112
15945,365,1,181.0,United Kingdom,3,1,1,1,111
15947,83,1,1708.24,United Kingdom,1,2,1,4,214
15948,8,2,955.24,United Kingdom,0,4,2,3,423
15949,17,2,364.72,United Kingdom,0,4,2,2,422
15950,32,4,1744.71,United Kingdom,1,3,3,4,334
15951,9,2,708.22,United Kingdom,0,4,2,3,423
15952,34,4,781.91,United Kingdom,1,3,3,3,333
15953,15,8,1657.28,United Kingdom,2,4,4,3,443
15955,24,14,4416.26,United Kingdom,2,3,4,4,344
15957,32,1,428.89,United Kingdom,0,3,1,2,312
